count	geneid	symbol	name	chr	orientation	start	end
12	51550	CINP	cyclin-dependent kinase 2 interacting protein	14	-	102348281	102362915
1	399520	TIMM8AP1	translocase of inner mitochondrial membrane 8 homolog A (yeast) pseudogene 1	2	-	162076514	162077710
41	1749	DLX5	distal-less homeobox 5	7	-	97020389	97024830
10	3742	KCNA6	potassium voltage-gated channel, shaker-related subfamily, member 6	12	+	4806884	4851113
21	143471	PSMA8	proteasome (prosome, macropain) subunit, alpha type, 8	18	+	26133835	26193354
1	100271092	RPS23P4	ribosomal protein S23 pseudogene 4	4	-	145269809	145270130
3	127481	S100A7P1	S100 calcium binding protein A7 pseudogene 1	1	-	153427007	153428400
25	26273	FBXO3	F-box protein 3	11	-	33740943	33774530
67	3182	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	5	+	178204506	178211182
31	29766	TMOD3	tropomodulin 3 (ubiquitous)	15	+	51829627	51912137
5	113655	MFSD3	major facilitator superfamily domain containing 3	8	+	144507266	144511227
1	100287193	ISCA2P1	iron-sulfur cluster assembly 2 pseudogene 1	22	-	26644886	26645335
13	112840	WDR89	WD repeat domain 89	14	-	63597038	63641922
84	7134	TNNC1	troponin C type 1 (slow)	3	-	52451090	52454040
12	55633	TBC1D22B	TBC1 domain family, member 22B	6	+	37257703	37332969
2	349198	CYCSP3	cytochrome c, somatic pseudogene 3	8	-	33969560	33969877
6	125228	FAM210A	family with sequence similarity 210, member A	18	-	13663346	13726591
3	102191832	DEAR	-	4	+	152337654	152338095
15	6650	CAPN15	calpain 15	16	+	527755	554635
9	326343	MT1DP	metallothionein 1D, pseudogene (functional)	16	+	56643686	56644940
9	51122	COMMD2	COMM domain containing 2	3	-	149738469	149752509
2	388762	OR2M1P	olfactory receptor, family 2, subfamily M, member 1 pseudogene	1	+	248122135	248122779
2	647123	UQCRFS1P2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2	7	+	138701658	138703066
57	10767	HBS1L	HBS1-like translational GTPase	6	-	134960377	135054897
1	101929173	THSD4-AS2	THSD4 antisense RNA 2	15	-	71688700	71691538
1	28747	TRAJ8	T cell receptor alpha joining 8	14	+	22536144	22536203
4	80975	TMPRSS5	transmembrane protease, serine 5	11	-	113687545	113714726
5	2853	GPR31	G protein-coupled receptor 31	6	-	167156871	167157830
85	10371	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	7	-	83956804	84492723
109	7113	TMPRSS2	transmembrane protease, serine 2	21	-	41464550	41508157
141	5966	REL	v-rel avian reticuloendotheliosis viral oncogene homolog	2	+	60881494	60928170
8	7565	ZNF17	zinc finger protein 17	19	+	57411160	57421952
1	441896	RPL7P8	ribosomal protein L7 pseudogene 8	1	+	109651362	109651857
5	283849	EXOC3L1	exocyst complex component 3-like 1	16	-	67184378	67190203
2	100271918	MKI67P1	marker of proliferation Ki-67 pseudogene 1	X	-	46561299	46562747
3	9302	SNORD26	small nucleolar RNA, C/D box 26	11	-	62855291	62855365
10	140032	RPS4Y2	ribosomal protein S4, Y-linked 2	Y	+	20756067	20781055
4	4993	OR2C1	olfactory receptor, family 2, subfamily C, member 1	16	+	3355888	3356923
16	9761	MLEC	malectin	12	+	120687123	120701863
8	94086	HSPB9	heat shock protein, alpha-crystallin-related, B9	17	+	42122737	42123352
17	57562	KIAA1377	KIAA1377	11	+	101915014	102001064
1	652980	RPS28P1	ribosomal protein S28 pseudogene 1	14	+	63808434	63809315
12	149951	COMMD7	COMM domain containing 7	20	-	32702690	32744007
1	729484	RPL21P18	ribosomal protein L21 pseudogene 18	12	+	66037194	66037743
8	79744	ZNF419	zinc finger protein 419	19	+	57487710	57494679
32	26085	KLK13	kallikrein-related peptidase 13	19	-	51056205	51065109
151	1269	CNR2	cannabinoid receptor 2 (macrophage)	1	-	23873462	23913326
16	80304	C2orf44	chromosome 2 open reading frame 44	2	-	24029335	24047425
47	10969	EBNA1BP2	EBNA1 binding protein 2	1	-	43164173	43172569
2	102465520	MIR6862-1	microRNA 6862-1	16	-	28390981	28391050
1	101927746	LOC101927746	-	7	+	101308339	101321148
1	283174	MIR4697HG	MIR4697 host gene (non-protein coding)	11	-	133896434	133901739
31	2013	EMP2	epithelial membrane protein 2	16	-	10528421	10580681
38	5413	SEPT5	septin 5	22	+	19714463	19723321
16	51523	CXXC5	CXXC finger protein 5	5	+	139648715	139683881
5	79979	TRMT2B	tRNA methyltransferase 2 homolog B (S. cerevisiae)	X	-	100973643	101052115
14	2709	GJB5	gap junction protein, beta 5, 31.1kDa	1	+	34755045	34758511
9	10201	NME6	NME/NM23 nucleoside diphosphate kinase 6	3	-	48292316	48302245
2	401027	C2orf66	chromosome 2 open reading frame 66	2	-	196804414	196810275
1	442206	GPR166P	G protein-coupled receptor 166 pseudogene	6	+	36737109	36737882
2	644974	ALG1L2	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase-like 2	3	+	130081830	130098466
163	8792	TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	18	+	62325286	62387709
1	440041	TRIM51HP	tripartite motif-containing 51H, pseudogene	11	-	55293702	55298231
1	100271461	RPL23AP39	ribosomal protein L23a pseudogene 39	3	+	1730053	1730473
10	11077	HSF2BP	heat shock transcription factor 2 binding protein	21	-	43529185	43659498
507	5295	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	5	+	68215755	68301820
1	728554	LOC728554	-	5	+	177875260	177884267
1	389127	RPS10P10	ribosomal protein S10 pseudogene 10	3	+	62926342	62926927
1	206	AK4P1	adenylate kinase 4 pseudogene 1	17	+	31345313	31347500
1	389180	5-HT3C2	-	3	+	184076645	184084330
6	57116	ZNF695	zinc finger protein 695	1	-	246945546	247008092
1	100506514	LOC100506514	-	4	+	56408788	56429004
1	100189440	TRE-CTC12-1	transfer RNA-Glu (CTC) 12-1	3	-	104160679	104160750
1	101928399	LOC101928399	-	21	-	43358054	43362687
39	10752	CHL1	cell adhesion molecule L1-like	3	+	196595	409416
8	26148	C10orf12	chromosome 10 open reading frame 12	10	+	96981283	96985827
27	3781	KCNN2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	5	+	114056005	114496499
1	100420100	HMGB1P34	high mobility group box 1 pseudogene 34	14	+	67615483	67616093
12	340706	VWA2	von Willebrand factor A domain containing 2	10	+	114239136	114294499
1	728126	RPSAP30	ribosomal protein SA pseudogene 30	3	-	196990591	197000422
11	155038	GIMAP8	GTPase, IMAP family member 8	7	+	150450629	150479394
8	317762	CCDC85C	coiled-coil domain containing 85C	14	-	99511265	99604389
47	4733	DRG1	developmentally regulated GTP binding protein 1	22	+	31399552	31434185
1	100132159	CALML3-AS1	CALML3 antisense RNA 1	10	-	5514243	5526245
10	285605	DTWD2	DTW domain containing 2	5	-	118836073	118988544
127	1235	CCR6	chemokine (C-C motif) receptor 6	6	+	167111806	167139140
76	1665	DHX15	DEAH (Asp-Glu-Ala-His) box helicase 15	4	-	24527463	24584602
39	23157	SEPT6	septin 6	X	-	119615723	119693369
2	400581	GRAPL	GRB2-related adaptor protein-like	17	+	19127468	19158834
1	253013	RPL31P8	ribosomal protein L31 pseudogene 8	5	-	60429862	60430301
14	23275	POFUT2	protein O-fucosyltransferase 2	21	-	45263927	45287898
16	54764	ZRANB1	zinc finger, RAN-binding domain containing 1	10	+	124916898	124988058
1	100131084	DNM1P17	DNM1 pseudogene 17	10	+	30357153	30358983
3	55337	C19orf66	chromosome 19 open reading frame 66	19	+	10086118	10093251
25	406943	MIR152	microRNA 152	17	-	48037160	48037246
1	349842	MRPS18CP4	mitochondrial ribosomal protein S18C pseudogene 4	12	+	14237260	14237323
104	5289	PIK3C3	phosphatidylinositol 3-kinase, catalytic subunit type 3	18	+	41955198	42084605
14	25840	METTL7A	methyltransferase like 7A	12	+	50923810	50932516
4	28439	IGHV3-30	immunoglobulin heavy variable 3-30	14	-	106335079	106335532
3	595101	SMG1P5	SMG1 pseudogene 5	16	-	30267592	30335373
37	54464	XRN1	5'-3' exoribonuclease 1	3	-	142306606	142448061
15	114789	SLC25A25	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	9	+	128068199	128109257
50	1161	ERCC8	excision repair cross-complementation group 8	5	-	60873831	60945077
10	254042	METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	2	+	171999896	172082429
1	23744	ATP5EP1	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit pseudogene 1	4	+	105532387	105532805
3	339669	TEX33	testis expressed 33	22	-	36991118	37007862
51	60412	EXOC4	exocyst complex component 4	7	+	133253066	134065760
2	6968	TRGJ1	T cell receptor gamma joining 1	7	-	38269490	38269539
17	135114	HINT3	histidine triad nucleotide binding protein 3	6	+	125956714	125980243
1	220158	GTSCR1	Gilles de la Tourette syndrome chromosome region, candidate 1 (non-protein coding)	18	-	70630518	70670874
3	85391	SNORD14E	small nucleolar RNA, C/D box 14E	11	-	123058076	123058155
1	100271386	RPS4XP20	ribosomal protein S4X pseudogene 20	19	-	34022564	34023449
1	390924	EEF1A1P7	eukaryotic translation elongation factor 1 alpha 1 pseudogene 7	19	+	35382171	35384054
65	57016	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	7	+	134527591	134541413
1	100189515	TRP-TGG5-1	transfer RNA-Pro (TGG) 5-1	1	-	207004808	207004884
44	23244	PDS5A	PDS5 cohesin associated factor A	4	-	39822862	39977955
6	90199	WFDC8	WAP four-disulfide core domain 8	20	-	45551151	45579349
1	646255	RPL19P16	ribosomal protein L19 pseudogene 16	10	-	121133015	121133753
38	2689	GH2	growth hormone 2	17	-	63880211	63881941
17	90381	TICRR	TOPBP1-interacting checkpoint and replication regulator	15	+	89575437	89628022
16	55632	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	14	+	30559122	30619839
31	406921	MIR132	microRNA 132	17	-	2049907	2050007
6	440434	LOC440434	-	17	-	38195739	38257248
1	100505851	LOC100505851	-	19	-	23937828	23957929
2	727924	LOC727924	-	15	+	21552794	21640520
165	5077	PAX3	paired box 3	2	-	222199886	222321262
7	414918	DENND6B	DENN/MADD domain containing 6B	22	-	50311962	50327088
2	100130342	SCGB2B3P	secretoglobin, family 2B, member 3, pseudogene	19	+	34645872	34646051
2	100506271	LOC100506271	-	22	-	37352189	37354838
55	229	ALDOB	aldolase B, fructose-bisphosphate	9	-	101420559	101435779
44	1375	CPT1B	carnitine palmitoyltransferase 1B (muscle)	22	-	50568860	50578666
86	4831	NME2	NME/NM23 nucleoside diphosphate kinase 2	17	+	51165434	51171743
12	56062	KLHL4	kelch-like family member 4	X	+	87517540	87670049
4	100616323	MIR4482	microRNA 4482	10	-	104268335	104268404
3	338662	OR8D4	olfactory receptor, family 8, subfamily D, member 4	11	+	123906431	123907375
2	692203	SNORD88B	small nucleolar RNA, C/D box 88B	19	-	50799028	50799124
2	102465693	MIR7158	microRNA 7158	2	+	5974661	5974731
313	2316	FLNA	filamin A, alpha	X	-	154348528	154374637
1	100294362	LOC100294362	-	17	-	80351829	80415167
5	219348	PLAC9	placenta-specific 9	10	+	80132501	80145027
48	1638	DCT	dopachrome tautomerase	13	-	94437303	94550264
1	100129726	LINC01126	long intergenic non-protein coding RNA 1126	2	+	43227210	43228854
72	48	ACO1	aconitase 1, soluble	9	+	32384602	32450835
30	84324	SARNP	SAP domain containing ribonucleoprotein	12	-	55752462	55817755
118	961	CD47	CD47 molecule	3	-	108043093	108091087
1	23738	OFD1P17	OFD1 pseudogene 17	5	+	37208998	37212496
1	729987	LOC729987	-	1	+	98210710	98272657
19	7008	TEF	thyrotrophic embryonic factor	22	+	41367332	41399327
18	163786	SASS6	spindle assembly 6 homolog (C. elegans)	1	-	100083543	100133094
79	3360	HTR4	5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	5	-	148451031	148654526
34	91543	RSAD2	radical S-adenosyl methionine domain containing 2	2	+	6865839	6898231
1	100271595	RPS3AP41	ribosomal protein S3a pseudogene 41	11	+	71669495	71670340
31	7975	MAFK	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K	7	+	1530731	1543042
25	5918	RARRES1	retinoic acid receptor responder (tazarotene induced) 1	3	-	158696891	158732690
195	59272	ACE2	angiotensin I converting enzyme 2	X	-	15494401	15602068
24	55212	BBS7	Bardet-Biedl syndrome 7	4	-	121824328	121870496
33	26259	FBXW8	F-box and WD repeat domain containing 8	12	+	116910950	117032497
17	154215	NKAIN2	Na+/K+ transporting ATPase interacting 2	6	+	123803836	124825639
8	7700	ZNF141	zinc finger protein 141	4	+	337806	373958
1	645272	LOC645272	-	7	-	157088107	157088376
1	101929265	LINC01428	long intergenic non-protein coding RNA 1428	20	-	7146466	7254201
4	284339	TMEM145	transmembrane protein 145	19	+	42313324	42325063
1	101928491	LOC101928491	-	6	-	17501359	17511264
2	100616294	MIR4740	microRNA 4740	17	-	81400715	81400777
5	317701	VN1R2	vomeronasal 1 receptor 2	19	+	53258291	53259601
12	84437	MSANTD4	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils	11	-	106007901	106022253
53	9402	GRAP2	GRB2-related adaptor protein 2	22	+	39893807	39973342
1	387364	USP9YP3	ubiquitin specific peptidase 9, Y-linked pseudogene 3	Y	+	21661825	21674110
4	337959	KRTAP13-2	keratin associated protein 13-2	21	-	30371390	30372238
1	100271425	RPL21P94	ribosomal protein L21 pseudogene 94	11	-	6685845	6686410
1	28855	IGKV2OR2-10	immunoglobulin kappa variable 2/OR2-10 (pseudogene)	2	+	97376254	97376972
2	400206	DPPA3P2	developmental pluripotency associated 3 pseudogene 2	14	+	36371317	36372368
5	100507399	HCG8	HLA complex group 8	6	-	30012100	30013921
11	63874	ABHD4	abhydrolase domain containing 4	14	+	22598237	22612922
10	65084	TMEM135	transmembrane protein 135	11	+	87037843	87328833
302	5590	PRKCZ	protein kinase C, zeta	1	+	2050469	2185394
69	6303	SAT1	spermidine/spermine N1-acetyltransferase 1	X	+	23783157	23786222
2	28634	TRBJ1-2	T cell receptor beta joining 1-2	7	+	142787016	142787063
1	100270997	RPL34P13	ribosomal protein L34 pseudogene 13	5	-	134804776	134805131
7	259293	TAS2R30	taste receptor, type 2, member 30	12	-	11133284	11134243
1	100270922	RPL12P22	ribosomal protein L12 pseudogene 22	5	-	174039750	174040221
1	100170223	SNAR-C5	small ILF3/NF90-associated RNA C5	19	+	47913050	47913169
2	152573	SHISA3	shisa family member 3	4	+	42397838	42402486
1	100128818	LPEQ6126	-	22	-	47115068	47118798
1	28705	TRAJ50	T cell receptor alpha joining 50	14	+	22488592	22488651
15	171558	PTCRA	pre T-cell antigen receptor alpha	6	+	42915806	42925837
7	127002	ATXN7L2	ataxin 7-like 2	1	+	109483910	109492803
1	286437	LOC286437	-	X	-	104122304	104124631
11	29951	PDZRN4	PDZ domain containing ring finger 4	12	+	41187849	41574744
1	654371	RPS15AP4	ribosomal protein S15a pseudogene 4	14	-	60602105	60602550
7	147015	DHRS13	dehydrogenase/reductase (SDR family) member 13	17	-	28897780	28903070
11	148789	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	1	-	235440659	235504480
1	347598	RBMY2DP	RNA binding motif protein, Y-linked, family 2, member D pseudogene	Y	+	26121584	26133713
13	91807	MYLK3	myosin light chain kinase 3	16	-	46702281	46763288
1	143506	SSU72P3	SSU72 pseudogene 3	11	+	4329863	4330448
2	337970	KRTAP19-3	keratin associated protein 19-3	21	-	30491463	30491956
15	4302	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	17	+	38705619	38729802
25	2012	EMP1	epithelial membrane protein 1	12	+	13196667	13216773
1	494141	LOC494141	-	11	+	18209137	18213577
2	692111	SNORD71	small nucleolar RNA, C/D box 71	16	-	71758401	71758486
49	7025	NR2F1	nuclear receptor subfamily 2, group F, member 1	5	+	93583336	93594610
7	7710	ZNF154	zinc finger protein 154	19	-	57696274	57709210
3	255167	LINC01018	long intergenic non-protein coding RNA 1018	5	+	6582135	6588499
3	26614	OR7E66P	olfactory receptor, family 7, subfamily E, member 66 pseudogene	3	-	75348242	75348763
30	84108	PCGF6	polycomb group ring finger 6	10	-	103302795	103351133
19	29992	PILRA	paired immunoglobin-like type 2 receptor alpha	7	+	100373444	100400098
18	92747	BPIFB1	BPI fold containing family B, member 1	20	+	33283134	33309877
2	100616219	MIR4765	microRNA 4765	2	+	32635254	32635330
1	100189414	TRC-GCA2-3	transfer RNA-Cys (GCA) 2-3	17	-	39154490	39154561
1	101928063	LOC101928063	-	19	-	43996895	44002869
3	143630	UBQLNL	ubiquilin-like	11	-	5514392	5516725
2	100616353	MIR4532	microRNA 4532	20	+	57895393	57895443
1588	5468	PPARG	peroxisome proliferator-activated receptor gamma	3	+	12287849	12471012
2	280659	SSX8	synovial sarcoma, X breakpoint 8	X	+	52622934	52633947
23	83463	MXD3	MAX dimerization protein 3	5	-	177305499	177312290
3	730100	LOC730100	-	2	+	51032600	52407916
2	102464832	MIR6083	microRNA 6083	3	+	124374331	124374436
1	100506681	JARID2-AS1	JARID2 antisense RNA 1	6	-	15247814	15248695
3	79290	OR13A1	olfactory receptor, family 13, subfamily A, member 1	10	-	45302293	45315607
11	65124	SOWAHC	sosondowah ankyrin repeat domain family member C	2	+	109614333	109618986
84	406992	MIR210	microRNA 210	11	-	568088	568197
18	25928	SOSTDC1	sclerostin domain containing 1	7	-	16461480	16465848
27	8618	CADPS	Ca++-dependent secretion activator	3	-	62398345	62875388
9	441263	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough transcribed pseudogene	7	+	76980821	77023760
3	266655	LINC00094	long intergenic non-protein coding RNA 94	9	+	134025438	134031596
55	3018	HIST1H2BB	histone cluster 1, H2bb	6	-	26043226	26043656
13	4943	TBC1D25	TBC1 domain family, member 25	X	+	48539686	48562608
1	402146	B3GAT3P1	beta-1,3-glucuronyltransferase 3 pseudogene 1	3	+	160452367	160453808
32	4712	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	9	-	32553525	32573183
3	644165	BCRP3	breakpoint cluster region pseudogene 3	22	+	24632914	24653359
3	11223	MST1L	macrophage stimulating 1-like	1	-	16754633	16764479
13	140766	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif, 14	10	+	70672538	70762440
6	654502	IQCJ	IQ motif containing J	3	+	159069251	159266306
2	100500851	MIR3918	microRNA 3918	6	-	158764660	158764752
13	56243	KIAA1217	KIAA1217	10	+	23694745	24547847
6	145858	C15orf32	chromosome 15 open reading frame 32	15	+	92471653	92501116
2	150935	LOC150935	-	2	+	239762859	239800663
1	100189179	TRC-GCA6-1	transfer RNA-Cys (GCA) 6-1	3	-	132229099	132229170
12	170680	PSORS1C2	psoriasis susceptibility 1 candidate 2	6	-	31137533	31139349
17	57505	AARS2	alanyl-tRNA synthetase 2, mitochondrial	6	-	44297825	44313357
109	283120	H19	H19, imprinted maternally expressed transcript (non-protein coding)	11	-	1995175	1997834
23	3004	GZMM	granzyme M (lymphocyte met-ase 1)	19	+	544033	549919
7	126231	ZNF573	zinc finger protein 573	19	-	37735130	37779635
13	11037	STON1	stonin 1	2	+	48530168	48598514
1	100506050	LINC01005	long intergenic non-protein coding RNA 1005	7	-	64024415	64030101
1	100419209	PRSS52P	protease, serine, 52, pseudogene	8	-	10474881	10498736
7	84336	TMEM101	transmembrane protein 101	17	-	44011187	44024259
15	64419	MTMR14	myotubularin related protein 14	3	+	9649432	9702393
1	441876	RPS16P1	ribosomal protein S16 pseudogene 1	1	+	15828211	15828732
7	283576	ZDHHC22	zinc finger, DHHC-type containing 22	14	-	77131269	77144267
3	100130950	LOC100130950	-	17	+	5192083	5235635
4	283460	HNF1A-AS1	HNF1A antisense RNA 1	12	-	120969837	120972291
2	100302283	MIR1227	microRNA 1227	19	-	2234061	2234148
48	9863	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2	7	-	78017054	79453804
46	6738	TROVE2	TROVE domain family, member 2	1	+	193059421	193091776
29	79991	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	10	-	103870257	103918286
662	3558	IL2	interleukin 2	4	-	122451469	122456494
16	55014	STX17	syntaxin 17	9	+	99906632	99979336
48	4116	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)	1	-	53226891	53238609
7	118426	LOH12CR1	loss of heterozygosity, 12, chromosomal region 1	12	+	12357078	12469409
10	101928376	IL12A-AS1	IL12A antisense RNA 1	3	-	159913399	160207091
